business_id,company_name,business_ref_code,account_manager,business_group,business_unit,account_motion
120035,TARVOS PTE. LTD.,SGTAPK,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
66536,TAZAH TECHNOLOGIES PTE. LTD.,SGTAZT,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
110176,Tecfinics Pte Ltd,SGE7RP,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
83461,TEECOM JOINT STOCK COMPANY,SGTEEJ,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
128580,Texstar Fashion Pte. Ltd.,SGTEF4,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
95517,THE EDDITION PTE. LTD.,SGTEUN,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
150279,THE LO AND BEHOLD GROUP PTE LTD,SGTAYX,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
78829,THINKINGSTREAM INFORMATION TECHNOLOGY PTE. LTD.,SGTNQU,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
111928,TPA VENTURES PTE. LTD. (PHP),SGTPVY,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
87181,TPA VENTURES PTE. LTD. (USD),SGTVE4,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
174617,TRADER SUITE AI PTE LTD,SGTSUD,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
69274,TRIPLO TECHNOLOGY SERVICES PTE. LTD.,SGTRT9,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
110521,TRY-V Technologies Pte. Ltd.,SGTTKK,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
71355,UANGCERMAT INTERNATIONAL PTE. LTD.,SGUANN,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
162739,UNLOCKLAND PTE LTD,SGUPNR,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
143608,UNO GLOBAL SERVICES PTE. LTD.,SGGSQC,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
138876,V MEDICAL AESTHETICS PTE. LTD.,SGDBJV,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
120201,VALAR SERVICES PTE. LTD.,SGVSWG,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
148143,VALTOR PTE. LTD.,SGVPEA,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
69729,VAMA INT PTE. LTD.,SGVAPE,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
132788,VAMA PTE. LTD.,SGVPV8,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
92525,VIBEFAM PTE. LTD.,SGVBPX,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
92699,WAFFO TECHNOLOGIES PTE. LTD.,SGWATH,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
98527,WALKER HOLDINGS PTE. LTD.,SGWALH,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
114067,WAVESHORE PTE LTD,SGWP8H,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
149198,WEGO PTE. LTD. (SGD Advance Card),SGWPT5,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
79131,WHITE STORM CONSULTING PTE. LTD.,SGWSAF,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
86592,WMCOCKPIT PTE. LTD.,SGJRSS,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
91447,WPC PACIFIC PTE. LTD.,SGXKNJ,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
90181,WULOOK INVESTMENT MANAGEMENT PTE. LTD.,SGWULN,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
99490,X HOLDINGS LABO PTE. LTD.,SGBRLG,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
111507,XAPADS MEDIA PTE. LTD.,SGXAPM,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
138436,YAQITE INTERNATIONAL PTE. LTD.,SGYNQE,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
138442,YASIN INTERNATIONAL TRADING PTE. LTD.,SGYAN2,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
128853,YD INDUSTRIAL DEVELOPMENT PTE. LTD.,SGNDDX,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
119185,YOWA PTE. LTD.,SGYWPT,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
83894,YUKICHI TRADING PTE. LTD.,SGYUTW,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
112038,ZAI AUSTRALIA PTY LTD,SGAUSJ,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
69417,ZAURAC TECHNOLOGIES PTE. LTD.,SGZAUT,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
74389,ZERO BYTE LABS PTE. LTD.,SGZERB,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
145027,ZIOS PTE. LTD.,SGPLWN,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
91817,ZOLO PTE. LTD.,SGPLBA,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
82083,ZUNO PTE. LTD.,SGZUNP,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
80381,ZUSPRESSO M SDN BHD,SGZUSS,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
174591,ZYNK LABS PTE LTD,SGZYLU,SG AM-Rachel,AFT HK Limited,AspireBA,Key
131726,ZYNK LABS PTE. LTD.,SGZYNL,SG AM-Rachel,Aspire FT Pte Ltd,AspireBA,Key
131506,1MX AI FUND I PTE. LTD.,SGFUPJ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
142112,2Game Digital Limited,SG2GAD,SG AM - Caroline,AFT HK Limited,AspireBA,Key
140896,360Compliance Limited,SG36CL,SG AM - Caroline,AFT HK Limited,AspireBA,Key
131300,5I VENTURES CH1 SPV PTE. LTD.,SG7KBA,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
134173,5I VENTURES PRISMA SPV PTE. LTD.,SGVPVT,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
134917,5I VENTURES YORK SPV PTE. LTD.,SGVYNJ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
117307,A&R WEALTH CAPITAL PTE LTD,SGWCAA,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
141269,ACP AUTOMA VENTURES SPV PTE. LTD.,SGN4YZ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
118967,ACP CAMBIO SPV PTE. LTD.,SGACVY,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
146834,ACP CASTELLO VENTURES SPV PTE. LTD.,SGEGDZ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
89397,ACP ONEDE VENTURES SPV PTE. LTD.,SGANYU,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
148668,ACP SOLAIA VENTURES SPV PTE LTD,SGDGKH,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
93167,ACP SOLAVIS SPV PTE. LTD.,SGACPS,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
110561,ACP USURA VENTURES SPV PTE. LTD.,SGACUV,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
83892,ADT&T SOLUTION PTE. LTD,SGBEXN,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
81348,AFG VENTURA TEKNOLOGI PTE. LTD.,SGAFGV,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
145550,AGC NP REPLIT I PTE. LTD.,SGNBTJ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
72794,AHSKARA INVESTMENT HOLDINGS PTE. LTD.,SGAHSN,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
89749,ALCHAM PTE. LTD.,SGAPUK,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
103915,ALGO VENTURE PRIVATE LIMITED,SGVEP4,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
142366,ALPHANONCE PTE. LTD.,SGTFRP,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
75793,ALPHONSO CAPITAL PARTNERS LLP,SGAPCM,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
79754,AMBIT TECH PTE. LTD.,SGATLY,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
90861,AMFG PTE. LTD.,SGAMFP,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
142144,AMFG PTE. LTD. (USD),SGAMP8,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
146367,ANSOVA GLOBAL TRAVEL PTE. LTD.,SGATDS,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
131446,APOLLOTECH VENTURES PTE LTD,SGAPTV,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
128340,ARBUTUS SOFTWARE PTE. LTD.,SGFRYA,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
139849,ARISTAR SOLUTION LIMITED,SGED9D,SG AM - Caroline,AFT HK Limited,AspireBA,Key
112535,ARKADIAH TECHNOLOGY PTE. LTD.,SGART4,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
144820,ARTEFACT COLLECTIVE PTE. LTD.,SGFQNU,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
122444,ARTS AND SCIENCE PRESS PTE. LTD.,SGAAXM,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
85223,ARUKAH CAPITAL PTE. LTD.,SGARUC,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
132963,ASIA WRESTLING ENTERTAINMENT PTE. LTD.,SGASWN,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
102965,ASIAN MOBILITY SERVICES GROUP PTE. LTD.,SGASMA,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
76383,ASIATIC LLOYD MARITIME LLP,SGASL4,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
148959,ATLAS DEVELOPMENT SERVICES PTE. LTD. (DBS USD),SGATDL,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
113952,Atlas MapleLand Digital Technology CA Ltd,SGAM9Z,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
119244,ATLAS OFFSHORE PTE. LTD.,SGAFZT,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
144818,ATLAS TECHNOLOGY MANAGEMENT PTE. LTD.,SG2LS4,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
68425,ATLAS TECHNOLOGY MANAGEMENT PTE. LTD.,SGATHF,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
149387,ATOMIONICS INDIA PRIVATE LIMITED,SGAZXM,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
101164,AURORA BODYCARE PTE. LTD.,SGAUBC,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
134424,AUSPICIOUS WARM PTE. LTD.,SGAUWG,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
143576,AUSTRALIAN PREMIUM ANIMAL PRODUCTS LIMITED,SGFYXF,SG AM - Caroline,AFT HK Limited,AspireBA,Key
74482,AUTOSTORE SYSTEM PTE. LTD.,SGASKZ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
115835,AVEX SOUTHEAST ASIA PTE. LTD.,SGAVAR,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
85914,B SINGH & PARTNERS PTE. LTD.,SGJFYC,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
135472,Bakehouse HK Limited,SGHK5N,SG AM - Caroline,AFT HK Limited,AspireBA,Key
129665,Baking Elements Limited,SGBE2Z,SG AM - Caroline,AFT HK Limited,AspireBA,Key
72048,BC HOUSE PTE. LTD.,SGHUP4,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
130777,BETTER TECH PTE. LTD.,SGBTRU,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
121371,BEVERLAIRE INVESTMENT PTE. LTD,SGE8XE,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
78732,BHAVVISHYAA PRIVATE LIMITED,SGBHAP,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
137172,BIOTICS HOLDINGS PTE. LTD.,SGBHHC,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
136738,Bitcodes Keys International Limited,SGBTCK,SG AM - Caroline,AFT HK Limited,AspireBA,Key
140890,BITLA VENTURES PTE. LTD.,SGBTAV,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
103982,BITSTECH PTE. LTD.,SG3V7M,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
88951,BIXIN VENTURES PTE. LTD.,SGBXNV,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
133190,BLOOMEDGE PTE. LTD.,SGBPZQ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
144517,BRIGHTBAY TRADE NEXUS PTE. LTD.,SGBT2N,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
116767,BTL SG PTE. LTD.,SGXPPF,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
66081,BUILD TINY PTE. LTD.,SGBULT,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
130025,BUILDEDGE ASIA PTE. LTD.,SG3RXU,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
72272,BUYTHESELL (ASIA) PTE. LTD.,SGBUAE,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
93993,CALIBER VENTURES PTE. LTD.,SGCV25,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
130034,CALILIO PTE. LTD.,SGCPBR,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
91697,CAPITAL FINANCING PARTNERS SG PTE LTD,SGCAFJ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
117564,CARVING FUTURES PTE. LTD.,SGCF6Y,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
120539,CAS HOLDINGS PTE. LTD.,SGFETD,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
146418,CAS Partners Limited,SGGVYN,SG AM - Caroline,AFT HK Limited,AspireBA,Key
120374,CATALYST EM PTE. LTD.,SGCPFS,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
81910,CATHAY MEDTECH PTE. LTD.,SGCAMB,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
95757,CEDAR INVESTMENT SG PTE. LTD.,SGCNDB,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
92154,CELTIC HOUSE ASIA PARTNERS PTE. LTD.,SGCELH,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
125512,CENTAURI SERVICES AND TECHNOLOGY SDN. BHD.,SGCESH,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
76814,CHAB PTE. LTD.,SGCPU2,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
75380,Champagne Capital Partners LLP,SGCCFP,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
120099,CHEN JING PTE. LTD.,SGCHJT,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
125774,CHIKO PTE. LTD.,SGU3FJ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
141298,CHINA OCEANIS PTE. LTD.,SGUWEN,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
110804,CHOICE ONE ASIA PACIFIC PTE. LTD.,SGF9J8,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
99265,CHOVA PTE. LTD.,SGCPW9,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
93208,CHRONOAI PTE. LTD.,SGAEPV,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
139243,CKNIGHT PTE LTD,SGQVYK,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
100216,CLARITY DENTAL PTE. LTD.,SGCLAD,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
141348,COBO SINGAPORE TECHNOLOGY PTE. LTD.,SGCRDS,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
91998,COMMUNITY INNOVATION HUB PTE. LTD.,SGCMMN,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
135441,COVENA AI PTE. LTD.,SGCVPH,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
67489,CRIMSON GECKO PTE. LTD.,SGCRGW,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
75795,CROSSFIN CAPITAL PARTNERS LLP,SGCCBW,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
80759,CTH GROUP HQ PTE. LTD.,SGCTGR,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
174593,CYBROG PTE LTD,SGZEYP,SG AM - Caroline,AFT HK Limited,AspireBA,Key
111968,DASTGYR TECHNOLOGIES PTE. LTD. (USD),SGDAT7,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
142427,DEEPTENSOR PTE. LTD.,SGDPW8,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
69191,DEFI PAYMENTS PTE. LTD.,SGDEFP,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
118587,DELTA DIESEL PTE. LTD.,SGDETD,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
78684,DEWEI MEDICAL EQUIPMENT PTE. LTD.,SGDEWM,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
115330,DJG INVESTMENT PTE. LTD.,SGDJGN,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
145053,DONG LIEN SERVICE & TRADING PTE. LTD.,SGDNLH,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
76748,DrVishys SIA Limited,SGRUPG,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
109963,DUNA STATIONERY PTE. LTD.,SGDSFD,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
71277,DURIOO PTE. LTD.,SGDUPY,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
136175,E1 NONPUBLIC XAI SPV I PTE. LTD.,SGNSG4,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
68305,EAST ESSENTIAL TECHNOLOGY PTE. LTD.,SGEAED,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
91735,EAST OCEAN GLOBAL SHIPPING PTE. LTD.,SGEACV,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
101211,ECHO AI PTE. LTD.,SGMEFE,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
137446,ECOVOLT SOLUTIONS PTE. LTD.,SGN5AA,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
112692,EGPN BULK CARRIER PTE. LTD.,SGEGBD,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
78079,EMURGO ENTERPRISE PTE. LTD.,SGEMUE,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
100336,ENTRUST EQUITY PARTNERS PTE. LTD.,SGENEY,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
66490,EPIZEN INTERNATIONAL PTE. LTD.,SGEPNU,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
144789,EQUATOR ENERGY PTE. LTD.,SGEQEV,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
118518,ERGODIC GROUP PTE. LTD.,SGERGG,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
81373,ERGONO SOLUTIONS PTE. LTD.,SGERGS,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
126392,EXO Indonesia,SGN9YF,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
97701,EXOTISSIMO TRAVEL COMPANY LIMITED (THB AC),SGTSJ3,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
123652,FALCONSAGE PTE LTD,SGFP7A,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
143110,FANDELI(DELAWARE)TRADE LLC,SGFLQP,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
123346,FBG MUNDIAL PTE. LTD.,SGFBMT,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
138733,FENSUOYE INDUSTRIAL (SINGAPORE) PTE. LTD.,SGFNRK,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
115075,FICUS ASSET MANAGEMENT PTE LTD,SGFCAY,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
68471,FMAD ENGINEERING (SNG) PTE. LTD.,SGFMAE,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
55283,FOCUS GLOBAL PTE. LTD.,SGFCUG,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Key
127787,Forest Gate Limited,SGFRGL,SG AM - Caroline,AFT HK Limited,AspireBA,Key
86968,FPA INVESTMENTS PTE. LTD.,SGFPAN,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
87788,FUSE HOSPITALITY MANAGEMENT PTE. LTD.,SGFUSH,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
147007,FUSE HOSPITALITY MANAGEMENT PTE. LTD.,SGFUHD,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
135389,FWG HOLDINGS PTE. LTD.,SGFWGH,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
83626,FYLTECH PTE. LTD.,SGFYTP,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
132447,GIVE TO NATURE LTD.,SGGVNQ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
147264,GLINT HOUSE PTE. LTD.,SGGLHJ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
137330,GLOBAL NEW ENERGY ACADEMY PTE. LTD.,SGGNFQ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
85548,GLOBAL TEXTILE CONSULTANCY & SERVICES INTERNATIONAL PTE. LTD.,SGGLTR,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
129904,GOLD FORTUNE CAPITAL MANAGEMENT PTE. LTD.,SGGLDF,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
83874,GOLDEN LUCK LIMITED,SGGLDL,SG AM - Caroline,AFT HK Limited,AspireBA,Key
101351,Golden Pinnacle Pte Ltd,SGGDPN,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
74485,GP LABS PTE. LTD.,SGLAP7,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
93822,HABALL INTERNATIONAL PTE. LTD.,SGHAN4,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
69843,HABYT CANTONMENT PTE. LTD.,SGHMCX,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
74073,HABYT COMMUNE SINGAPORE 1 PTE. LTD,SGHMCW,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
65618,HABYT COMMUNE SINGAPORE 2 PTE. LTD.,SGHMLC,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
110928,HABYT EAST PTE. LTD.,SGHAE9,SG AM-Rachel,Aspire FT Pte Ltd,AspireOS,Key
110935,HABYT HONG KONG EASTERN DISTRICTS LIMITED,SGHHJE,SG AM-Rachel,AFT HK Limited,AspireOS,Key
130645,HABYT PTE. LTD.,SGHPWL,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Key
57152,HAKO TECHNOLOGY PTE. LTD.,SGHAKT,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
118451,HALLSTROM HOLDINGS PTE LTD,SGHHN7,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
143025,HANGCHENGDA MARINE SUPPLY & TECHNICAL SERVICES PTE. LTD.,SG5TP2,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
132043,HARBORVIEW INVESTMENTS PTE. LTD.,SGB7QJ,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
107711,HATI HEALTH PTE. LTD.,SGHAHM,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
88855,HD INTERNATIONAL TRAVEL SERVICES PTE. LTD.,SGNTCW,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
133144,Heatbit Limited,SGHLR3,SG AM - Caroline,AFT HK Limited,AspireBA,Key
127789,HELMSMAN ASSET MANAGEMENT PTE. LTD.,SGGJNW,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
129332,HENGJINJIA OFFSHORE PTE. LTD.,SGHFBS,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
63773,HEXECON PTE. LTD.,SGHEPM,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
119748,HK CREVIDEO TECHNOLOGY LIMITED,SGCTZF,SG AM - Caroline,AFT HK Limited,AspireBA,Key
146188,"Hong Kong luxeway International Trading Co., Limited",SGHKQM,SG AM - Caroline,AFT HK Limited,AspireBA,Key
82264,HONG KONG WINPLUS TECHNOLOGY LIMITED,SGHKSD,SG AM - Caroline,AFT HK Limited,AspireBA,Key
81513,HONGYU CULTURE FAMILY OFFICE PTE. LTD.,SGHNCA,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
122449,HSINCHI PTE. LTD.,SGHSNP,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
132904,HUAREI INTERNATIONAL CONSTRUCTION PTE. LTD.,SGHUN8,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
93116,HUST TECHNOLOGY SYSTEMS PTE LTD,SGHUTY,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
62885,IDEFIX VENTURES PTE LTD,SGDEFV,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
108834,IGSE GLOBAL PTE. LTD.,SGGSEG,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
79182,IMPACT INTERNATIONAL CONSULTANCY PTE. LTD.,SGMPAN,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
172159,INFERENCE CAPITAL PTE LTD,SGNFEC,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
143795,INITIA LABS PTE. LTD.,SGNLZR,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
133790,ISAKURA TECHNOLOGY PTE. LIMITED,SGTX8X,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
97271,J-LUCKY LOGISTICS PTE. LTD.,SGJLUL,SG AM - Caroline,Aspire FT Pte Ltd,AspireBA,Scaled
